"845","Blessed Trinity SS","145 Livingston Ave","Grimsby","L3M5J6","Niagara CDSB","690791","Yes",,"
","0"
"846","Central Elementary School","10 Livingston Ave","Grimsby","L3M1K7","DSB Niagara","94978","Yes",,"
","0"
"847","Grimsby Secondary School","5 Boulton Ave","Grimsby","L3M1H6","DSB Niagara","914517","Yes",,"
","0"
"848","Lakeview Public School (NEW)","33 Olive St","Grimsby","L3M2B9","DSB Niagara","304921",,,"Yes
","0"
"849","St. Joseph Grimsby","5 Robinson St N","Grimsby","L3M3C8","Niagara CDSB","808709",,,"Yes
","0"
"850","Westend Bridge - Grimsby SS","4317 Central Ave","Grimsby","L3M1H6","DSB Niagara","894109","Yes","Yes","Yes
","0"
"851","Avalon Children's Residence","58 Dawson Rd","Guelph","N1H1A8","Upper Grand DSB","649317","Yes",,"
","0"
"852","Brant Avenue Public School","64 Brant Ave","Guelph","N1E1G2","Upper Grand DSB","57380","Yes",,"
","0"
"853","Cadence - Centennial CVI","289 College Ave W","Guelph","N1H2W6","Upper Grand DSB","899283","Yes",,"
","0"
"854","Centennial CVI","289 College Ave W","Guelph","N1G1S9","Upper Grand DSB","899283","Yes",,"
","0"
"855","College Heights Secondary School","371 College Ave W","Guelph","N1G1T3","Upper Grand DSB","902462","Yes",,"
","0"
"856","Edward Johnson","397 Stevenson St N","Guelph","N1E5C1","Upper Grand DSB","166472","Yes",,"
","0"
"857","Fred A. Hamilton Public School","160 Ironwood Rd","Guelph","N1G3R4","Upper Grand DSB","199699","Yes",,"
","0"
"858","Gateway Drive Public School","33 Gateway Dr","Guelph","N1H6X1","Upper Grand DSB","208620","Yes",,"
","0"
"859","GCVI - Food for Thought","155 Paisley St","Guelph","N1H2P3","Upper Grand DSB","914770","Yes",,"
","0"
"860","Give Yourself Credit","141 Woolwich St","Guelph","N1H8H1","Upper Grand DSB","649293","Yes",,"
","0"
"861","Holy Rosary Catholic School","365 Stevenson St N","Guelph","N1E5B7","Wellington CDSB","718610","Yes",,"
","0"
"862","Holy Trinity Catholic School","487 Grange Rd","Guelph","N1E7C4","Wellington CDSB","704334","Yes",,"
","0"
"863","Jean Little Public School","56 Youngman Dr","Guelph","N1G4L2","Upper Grand DSB","282316","Yes",,"
","0"
"864","John F. Ross Vocational Institute","21 Meyer Dr","Guelph","N1E4H1","Upper Grand DSB","918679","Yes",,"
","0"
"865","June Avenue Public School","30 June Ave","Guelph","N1H1H6","Upper Grand DSB","286729","Yes",,"
","0"
"866","Ken Danby Public School","525 Grange Rd","Guelph","N1E7C4","Upper Grand DSB","586866","Yes",,"
","0"
"867","King George Public School","72 Lemon St","Guelph","N1E2H5","Upper Grand DSB","296082","Yes",,"
","0"
"868","Kortright Hills Public School","23 Ptarmigan Dr","Guelph","N1C1B5","Upper Grand DSB","145882","Yes",,"
","0"
"869","Mitchell Woods Public School","670 Willow Rd","Guelph","N1H8K2","Upper Grand DSB","368644","Yes",,"Yes
","0"
"870","Ottawa Crescent Public School","75 Ottawa Cres","Guelph","N1E2A8","Upper Grand DSB","428817","Yes",,"
","0"
"871","Our Lady of Lourdes H.S.","54 Westmount Rd","Guelph","N1H5H7","Wellington CDSB","745529","Yes",,"
","0"
"872","Paisley Road Public School","406 Paisley Rd","Guelph","N1H2R3","Upper Grand DSB","431150","Yes",,"
","0"
"873","Ponsonby","5923 WELLINGTON ROAD 7 5","Guelph","N1H6J2","Upper Grand DSB","450006","Yes",,"
","0"
"874","Priory Park Public School","275 Scottsdale Dr","Guelph","N1G3A1","Upper Grand DSB","458384","Yes",,"
","0"
"875","Sacred Heart","125 Huron St","Guelph","N1E5L5","Wellington CDSB","756059","Yes",,"
","0"
"876","St. James Catholic High School","57 Victoria Rd N","Guelph","N1E5G9","Wellington CDSB","798690","Yes",,"
","0"
"877","St. John Bosco - PASS","19 Northumberland St.","Guelph","N1L0G4","Wellington CDSB","858892","Yes",,"
","0"
"878","St. John Bosco - ROOTS ","19 Northumberland St.","Guelph","N1L0G4","Wellington CDSB","858892","Yes",,"
","0"
"879","St. John Bosco - Summer School ","19 Northumberland St.","Guelph","N1L0G4","Wellington CDSB","858892","Yes",,"
","0"
"880","St. John Bosco Snack","19 Northumberland St.","Guelph","N1H3A1","Wellington CDSB","858892","Yes",,"
","0"
"881","St. John Catholic School - Guelph","63 Victoria Rd N","Guelph","N1E5G9","Wellington CDSB","801550","Yes",,"
","0"
"882","St. Joseph's Catholic School - Guelph","10 Guelph St","Guelph","N1H5Y8","Wellington CDSB","808830","Yes",,"
","0"
"883","St. Michael Catholic School","9 McElderry Rd","Guelph","N1G4W7","Wellington CDSB","833690","Yes",,"
","0"
"884","St. Patrick Catholic school  ","391 Victoria Road North","Guelph","N1E5J9","Wellington CDSB","837210","Yes",,"
","0"
"885","St. Peter Catholic School Guelph","150 Westwood Rd","Guelph","N1H7G1","Wellington CDSB","868000","Yes",,"
","0"
"886","Student Success - College Heights","371 College Ave W","Guelph","N1G1T3","Upper Grand DSB","902462","Yes",,"
","0"
"887","Waverley Drive Public School","140 Waverley Dr","Guelph","N1E1H2","Upper Grand DSB","590665","Yes",,"
","0"
"888","Waverley Drive Public School lunch","140 Waverley Dr","Guelph","N1E1H2","Upper Grand DSB","590665","Yes",,"
","0"
"889","Waverley Drive Public School Snack","140 Waverley Dr","Guelph","N1E1H2","Upper Grand DSB","590665","Yes",,"
","0"
"890","Westwood Public School - Snack","495 Willow Rd","Guelph","N1H7C7","Upper Grand DSB","603244","Yes",,"
","0"
"891","Westwood Public School Breakfast","495 Willow Rd","Guelph","N1H7C7","Upper Grand DSB","603244","Yes",,"
","0"
"892","William C. Winegard Public School","25 Lee St","Guelph","N1E7E7","Upper Grand DSB","363687","Yes",,"
","0"
"893","Willow Road Public School","125 Willow Rd","Guelph","N1H1W4","Upper Grand DSB","609552","Yes",,"
","0"
"894","John Galt Public School","50 Laurine Ave","Guelph ","N1E4M9","Upper Grand DSB","477416","Yes",,"
","0"
"895","Hagersville Elementary S","40 Parkview Rd","Hagersville","N0A1H0","Grand Erie DSB","233706",,,"Yes
","0"
"896","Hagersville Secondary School","70 Parkview Rd","Hagersville","N0A1H0","Grand Erie DSB","915033","Yes",,"
","0"
"897","Hagersville Secondary School Nations","70 Parkview Rd","Hagersville","N0A1H0","Grand Erie DSB","915033","Yes",,"
","0"
"898","St.Marys School","92 Main Street South","Hagersville","N0A1H0","Brant Haldimand Norfolk CDSB","831450","Yes",,"
","0"
"899","Walpole North Elementary School","1895 Haldimand Road #55 R.R. 5","Hagersville","N0A1H0","Grand Erie DSB","584037","Yes",,"
","0"
"900","Adult Education and Training Centre (HLC)","230 Angeline St S","Haliburton","K0M1S0","Trillium Lakelands DSB","890170","Yes",,"
","0"
"901","Haliburton Highlands Secondary School","5358 County Rd. 21","Haliburton","K0M1S0","Trillium Lakelands DSB","915297","Yes",,"
","0"
"902","J. D. Hodgson Elementary School","1020 Grass Lake Rd","Haliburton","K0M1S0","Trillium Lakelands DSB","240761","Yes",,"
","0"
"903","Stuart Baker Elementary School","1080 Grass Lake Rd","Haliburton","K0M1S0","Trillium Lakelands DSB","575976","Yes",,"
","0"
"904","Adelaide Hoodless Elementary School","71 Maplewood Avenue","Hamilton","L8M1W7","Hamilton-Wentworth DSB","2674","Yes",,"
","0"
"905","Annunciation of Our Lord Catholic Elementary School","250 Limeridge Road West","Hamilton","L9C2V2","Hamilton-Wentworth CDSB","743868","Yes",,"
","0"
"906","Bennetto Alternate Program ","47 Simcoe Street East","Hamilton","L8L3N2","Hamilton-Wentworth DSB","90131","Yes",,"Yes
","0"
"907","Bennetto Elementary School","47 Simcoe Street East","Hamilton","L8L3N2","Hamilton-Wentworth DSB","90131","Yes",,"
","0"
"908","Blessed Teresa of Calcutta Elementary School","1 Rexford Dr","Hamilton","L8W3E8","Hamilton-Wentworth CDSB","733105","Yes",,"
","0"
"909","Buchanan Park Elementary School","30 Laurier Avenue","Hamilton","L9C3Y7","Hamilton-Wentworth DSB","68845",,,"Yes
","0"
"910","Canadian Martyrs Catholic Elementary School","1355 Main St W","Hamilton","L8S4M7","Hamilton-Wentworth CDSB","693650",,,"Yes
","0"
"911","Canterbury Hills / Character Network ","..","Hamilton","L9A2P5","..","82244","Yes",,"Yes
","0"
"912","Cathy Wever Elementary School","160 Wentworth Street North","Hamilton","L8L5V7","Hamilton-Wentworth DSB","560408","Yes",,"
","0"
"913","Cecil B. Stirling Elementary School","340 Queen Victoria Drive","Hamilton","L8W1T9","Hamilton-Wentworth DSB","89257","Yes",,"
","0"
"914","Central Elementary School","75 Hunter Street West","Hamilton","L8P1P6","Hamilton-Wentworth DSB","91723","Yes",,"Yes
","0"
"915","Chedoke Elementary School","500 Bendamere Avenue","Hamilton","L9C1R3","Hamilton-Wentworth DSB","105503","Yes",,"
","0"
"916","Cootes Paradise Elementary School","900 King Street West","Hamilton","L8S1K6","Hamilton-Wentworth DSB","213012",,,"Yes
","0"
"917","Dawn Patrol - Bridge Program","..","Hamilton","L8M1B3","..","1234","Yes","Yes","Yes
","0"
"918","Delta Secondary School - Breakfast","1284 Main","Hamilton","L8K1B2","Hamilton-Wentworth DSB","903850","Yes",,"
","0"
"919","Dr. Davey Elementary School ","99 Ferguson","Hamilton","L8R1L6","Hamilton-Wentworth DSB","488921","Yes",,"Yes
","0"
"920","Dr. John Seaton Sr. Public School","1279 Seaton Road","Hamilton","L0R1Z0","Hamilton-Wentworth DSB","147427",,,"Yes
","0"
"921","Dundas Central Public School","73 Melville Street","Hamilton","L9H2A2","Hamilton-Wentworth DSB","153087","Yes",,"
","0"
"922","Earl Kitchener Junior Public School","300 Dundurn Street South","Hamilton","L8P4L3","Hamilton-Wentworth DSB","158151","Yes",,"
","0"
"923","Ecole elementaire catholique Monseigneur-de-Laval","135 Bendamere avenue","Hamilton","L9C1N4","CSDC Centre-Sud","690007","Yes",,"
","0"
"924","Ecole elementaire catholique Notre-Dame","400 Cumberland avenue","Hamilton","L8M2A2","CSDC Centre-Sud","737330","Yes",,"
","0"
"925","Ecole elementaire Pavillon de la jeunesse","105 High rue","Hamilton","L8T3Z4","CS Viamonde","165484","Yes",,"
","0"
"926","Ecole secondaire Georges-P.-Vanier","100 Macklin N rue","Hamilton","L8S3S1","CS Viamonde","156264","Yes",,"
","0"
"927","Elizabeth Bagshaw Elementary School","350 Albright Road","Hamilton","L8K5J4","Hamilton-Wentworth DSB","171123","Yes",,"
","0"
"928","Franklin Road Elementary School","500 Franklin Road","Hamilton","L8V2A4","Hamilton-Wentworth DSB","203912",,,"Yes
","0"
"929","George L. Armstrong Elementary School","460 Concession Street","Hamilton","L9A1C3","Hamilton-Wentworth DSB","212490",,,"Yes
","0"
"930","Glen Brae Middle School","50 Secord Drive","Hamilton","L8K3W7","Hamilton-Wentworth DSB","217050","Yes",,"
","0"
"931","Glen Echo Elementary School","140 Glen Echo Drive","Hamilton","L8K4J1","Hamilton-Wentworth DSB","217301","Yes",,"
","0"
"932","Glendale Secondary School - Breakfast","145 Rainbow Drive","Hamilton","L8K4G1","Hamilton-Wentworth DSB","913081","Yes",,"
","0"
"933","Glendale Secondary School - Morning Meal","145 Rainbow Drive","Hamilton","L8K4G1","Hamilton-Wentworth DSB","913081","Yes",,"
","0"
"934","Gordon Price School","11 Guildwood Drive","Hamilton","L9C7K2","Hamilton-Wentworth DSB","222135","Yes",,"
","0"
"935","Helen Detwiler Elementary School","320 Brigade Drive","Hamilton","L9B2E3","Hamilton-Wentworth DSB","252557","Yes",,"
","0"
"936","Hess Street Elementary School","107 Hess Street North","Hamilton","L8R2T1","Hamilton-Wentworth DSB","254096","Yes",,"
","0"
"937","Highview Elementary School","1040 Queensdale Avenue East","Hamilton","L8T1J4","Hamilton-Wentworth DSB","256048",,,"Yes
","0"
"938","Hillcrest Elementary School - Breakfast","40 Eastwood Street","Hamilton","L8H6R7","Hamilton-Wentworth DSB","220145","Yes",,"
","0"
"939","Hillcrest Elementary School - Morning Meal","40 Eastwood Street","Hamilton","L8H6R7","Hamilton-Wentworth DSB","220145","Yes",,"
","0"
"940","Holbrook Elementary School","450 Sanatorium Road","Hamilton","L9C2B1","Hamilton-Wentworth DSB","261378",,,"Yes
","0"
"941","Holy Name of Jesus Catholic Elementary School - Breakfast","181 Belmont Ave","Hamilton","L8L7M5","Hamilton-Wentworth CDSB","717053","Yes",,"Yes
","0"
"942","Huntington Park Elementary School","80 Kingslea Drive","Hamilton","L8T4A5","Hamilton-Wentworth DSB","273201",,,"Yes
","0"
"943","Lake Avenue Elementary School","157 Lake Avenue North","Hamilton","L8E1L5","Hamilton-Wentworth DSB","303755","Yes",,"
","0"
"944","Lawfield Elementary School","45 Berko Avenue","Hamilton","L8V0A2","Hamilton-Wentworth DSB","94608",,,"Yes
","0"
"945","Lisgar Elementary School","110 Anson Avenue","Hamilton","L8T2X6","Hamilton-Wentworth DSB","314544","Yes",,"
","0"
"946","Lisgar Elementary School - Character Network","110 Anson Avenue","Hamilton","L8T2X6","Hamilton-Wentworth DSB","314544",,,"Yes
","0"
"947","Living Rock Ministries","110 Anson Avenue","Hamilton","L8R1C5","Hamilton-Wentworth DSB","314544","Yes",,"
","0"
"948","Memorial Elementary School - Breakfast","1175 Main Street East","Hamilton","L8M1P3","Hamilton-Wentworth DSB","360309","Yes",,"
","0"
"949","Memorial Elementary School - Morning Meal","1175 Main Street East","Hamilton","L8M1P3","Hamilton-Wentworth DSB","360309","Yes",,"
","0"
"950","Mountain Secondary School","60 Caledon Avenue","Hamilton","L9C3C8","Hamilton-Wentworth DSB","897957","Yes",,"
","0"
"951","Nora Frances Henderson Secondary School","75 Palmer Road","Hamilton","L8T3G1","Hamilton-Wentworth DSB","893455","Yes",,"
","0"
"952","Our Lady of Lourdes Catholic Elementary School","420 Mohawk Rd E","Hamilton","L8V2H7","Hamilton-Wentworth CDSB","745650",,,"Yes
","0"
"953","Parkdale Elementary School","139 Parkdale Avenue North","Hamilton","L8H5X3","Hamilton-Wentworth DSB","434272","Yes",,"
","0"
"954","Pauline Johnson Elementary School","25 Hummingbird Lane","Hamilton","L9A4B1","Hamilton-Wentworth DSB","437557","Yes",,"
","0"
"955","Phoenix Alter Education (Breakfast)","155 Macassa Avenue","Hamilton","L8V2B5","Hamilton-Wentworth DSB","891401","Yes","Yes","Yes
","0"
"956","Prince of Wales Elementary School ","77 Melrose Avenue North","Hamilton","L8L1A1","Hamilton-Wentworth DSB","25897","Yes",,"Yes
","0"
"957","Queen Mary Elementary School","1292 Cannon Street East","Hamilton","L8H1V6","Hamilton-Wentworth DSB","464430","Yes",,"
","0"
"958","Queen Victoria Elementary School - AM Snack","166 Forest Avenue","Hamilton","L8N0A5","Hamilton-Wentworth DSB","548172",,,"Yes
","0"
"959","Queen Victoria Elementary School - Morning Meal","166 Forest Avenue","Hamilton","L8N0A5","Hamilton-Wentworth DSB","548172","Yes",,"
","0"
"960","R.A. Riddell Elementary School","200 Cranbrook Drive","Hamilton","L9C4S9","Hamilton-Wentworth DSB","467324",,,"Yes
","0"
"961","Regina Mundi Catholic Elementary School","675 Mohawk Rd W","Hamilton","L9C1X7","Hamilton-Wentworth CDSB","752800",,,"Yes
","0"
"962","Richard Beasley Elementary School","80 Currie Street","Hamilton","L8T3M9","Hamilton-Wentworth DSB","480738","Yes",,"
","0"
"963","Ridgemount Elementary School","65 Hester Street","Hamilton","L9A2N3","Hamilton-Wentworth DSB","484199","Yes",,"
","0"
"964","Ryerson Elementary School","222 Robinson Street","Hamilton","L8P1Z9","Hamilton-Wentworth DSB","495379","Yes",,"Yes
","0"
"965","Ryerson Recreation Centre After School","..","Hamilton","L8P1Y4","..","344555",,,"Yes
","0"
"966","Sacred Heart of Jesus Catholic Elementary School","5 Hamilton Ave","Hamilton","L8V2S3","Hamilton-Wentworth CDSB","756180","Yes",,"
","0"
"967","Sherwood Secondary School","25 High Street","Hamilton","L8T3Z4","Hamilton-Wentworth DSB","941328","Yes",,"
","0"
"968","Sir Allan MacNab Secondary School","145 Magnolia Drive","Hamilton","L9C5P4","Hamilton-Wentworth DSB","941719","Yes",,"
","0"
"969","Sir John A. MacDonald Secondary School","130 York Blvd","Hamilton","L8R1Y5","Hamilton-Wentworth DSB","997811","Yes",,"
","0"
"970","Sir Wilfrid Laurier Elementary School - Breakfast","70 Albright Road","Hamilton","L8K5J3","Hamilton-Wentworth DSB","516244","Yes",,"
","0"
"971","Sir Wilfrid Laurier Elementary School - Morning Meal","70 Albright Road","Hamilton","L8K5J3","Hamilton-Wentworth DSB","516244","Yes",,"
","0"
"972","Sir Winston Churchill Secondary School - Breakfast","1715 Main Street East","Hamilton","L8H1E3","Hamilton-Wentworth DSB","942448","Yes",,"
","0"
"973","St. Agnes Catholic Elementary School","80 Colcrest St","Hamilton","L8E3Y8","Hamilton-Wentworth CDSB","765180","Yes",,"
","0"
"974","St. Ann Catholic Elementary School","15 St. Ann Street","Hamilton","L8L0B8","Hamilton-Wentworth CDSB","772160","Yes",,"
","0"
"975","St. Anthony Daniel Elementary School","75 Anson Ave","Hamilton","L8T2X5","Hamilton-Wentworth CDSB","785865","Yes",,"
","0"
"976","St. Brigid Catholic Elementary School - Breakfast","24 Smith Ave","Hamilton","L8L5P1","Hamilton-Wentworth CDSB","781010","Yes",,"
","0"
"977","St. Brigid Catholic Elementary School - Morning Meal","24 Smith Ave","Hamilton","L8P5P1","Hamilton-Wentworth CDSB","781010","Yes",,"
","0"
"978","St. David Catholic Elementary School","33 Cromwell Cres","Hamilton","L8G2E9","Hamilton-Wentworth CDSB","786152","Yes",,"
","0"
"979","St. Jean de Brebeuf Catholic Secondary School","200 Acadia Dr","Hamilton","L8W1B8","Hamilton-Wentworth CDSB","800430","Yes",,"
","0"
"980","St. John Paul II Catholic Elementary School","600 Acadia Dr","Hamilton","L8W3A5","Hamilton-Wentworth CDSB","751553","Yes",,"
","0"
"981","St. John the Baptist Catholic Elementary School - Breakfast","115 London St S","Hamilton","L8K2G6","Hamilton-Wentworth CDSB","804673","Yes",,"Yes
","0"
"982","St. Joseph Catholic Elementary School","270 Locke St S","Hamilton","L8P4C1","Hamilton-Wentworth CDSB","814032","Yes",,"
","0"
"983","St. Kateri Tekakwitha","22 Queensbury Dr","Hamilton","L8W1Z6","Hamilton-Wentworth CDSB","866725","Yes",,"
","0"
"984","St. Lawrence Catholic Elementary School ","88 Macaulay Street East","Hamilton","L8L3X3","Hamilton-Wentworth CDSB","817678","Yes",,"Yes
","0"
"985","St. Luke Catholic Elementary School","345 Albright Rd","Hamilton","L8K6N3","Hamilton-Wentworth CDSB","820652","Yes",,"
","0"
"986","St. Marguerite d'Youville Elementary School","20 Bonaparte Way","Hamilton","L9B2E3","Hamilton-Wentworth CDSB","821268","Yes",,"
","0"
"987","St. Mary Catholic Secondary School","200 Whitney Ave","Hamilton","L8S2G7","Hamilton-Wentworth CDSB","827401","Yes",,"
","0"
"988","St. Michael Catholic Elementary School","135 Hester St","Hamilton","L9A2N9","Hamilton-Wentworth CDSB","834220","Yes",,"
","0"
"989","St. Patrick Catholic Elementary School","20 East Ave S","Hamilton","L8N3X1","Hamilton-Wentworth CDSB","839779","Yes",,"
","0"
"990","St. Thomas More Catholic Secondary School","1045 Upper Paradise Rd","Hamilton","L9B2N4","Hamilton-Wentworth CDSB","855685","Yes",,"
","0"
"991","Strathcona Elementary School","10 Lamoreaux Street","Hamilton","L8R1V1","Hamilton-Wentworth DSB","539570",,,"Yes
","0"
"992","Templemead Elementary School","62 Templemead Drive","Hamilton","L8W3Z7","Hamilton-Wentworth DSB","550817","Yes",,"
","0"
"993","Viscount Montgomery Elementary School ","1525 Lucerne Avenue","Hamilton","L8K1R3","Hamilton-Wentworth DSB","578703","Yes",,"Yes
","0"
"994","W.H. Ballard Elementary School","801 Dunsmure Road","Hamilton","L8H1H9","Hamilton-Wentworth DSB","579610","Yes",,"
","0"
"995","Westdale Secondary School","700 Main Street West","Hamilton","L8S1A5","Hamilton-Wentworth DSB","951820","Yes",,"
","0"
"996","Westmount Secondary School","39 Montcalm Drive","Hamilton","L9C4B1","Hamilton-Wentworth DSB","952478","Yes",,"
","0"
"997","Westview Elementary School","60 Rolston Drive","Hamilton","L9C3X7","Hamilton-Wentworth DSB","602957","Yes",,"
","0"
